"If you use any of the data presented in this website, we ask you to please reference the author in the following suggested format: ",,,,,
"Liljedahl, A. (year of retrieval). Climate data from the Goldstream Creek Watershed study of Methane Release from Thermokarst Lakes. University of Alaska Fairbanks, Water and Environmental Research Center. ",,,,,
"URL: http://ine.uaf.edu/werc/werc-projects/goldstream/ Fairbanks, Alaska, variously paged. [month and day of retrieval].",,,,,
"see readme-20200623.txt file for metadata, during periods of low flow and very high flow, river discharge may be inaccurate due to errors in rating curve.  Beaver activity resulted in high water levels at times, discharge may be unavailable or estimated.",,,,,
,,,,,
GSS2 Goldstream Creek at Ballaine Road  2015-2018 Last Updated EKY  15Jan2019,,,,,
Hydrological Data,,,,,
Lat:64.91137,,,,,
Long:-147.832,,,,,
Elev:186 m,,,,,
,,,,,
Col.  Data Type  Units,,,,,
1. Date Time (Alaska Standard Time),,,,,
2. Water Level Elevation (m above arbitrary datum),,,,,
3. Water Level Flag,,,,,
4. Discharge (m3/s),,,,,
5. Discharge Flag,,,,,
6. Pressure Transducer Water Temperature (deg C),,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
5/9/2016 2:59,98.43494833,,7777,,7777
5/9/2016 3:14,98.43844833,,7777,,7777
5/9/2016 3:29,98.43669833,,7777,,7777
5/9/2016 3:44,98.43610833,,7777,,7777
5/9/2016 3:59,98.43669833,,7777,,7777
5/9/2016 4:14,98.43494833,,7777,,7777
5/9/2016 4:29,98.43519833,,7777,,7777
5/9/2016 4:44,98.43494833,,7777,,7777
5/9/2016 4:59,98.43635833,,7777,,7777
5/9/2016 5:14,98.43460833,,7777,,7777
5/9/2016 5:29,98.43635833,,7777,,7777
5/9/2016 5:44,98.43435833,,7777,,7777
5/9/2016 5:59,98.43344833,,7777,,7777
5/9/2016 6:14,98.43635833,,7777,,7777
5/9/2016 6:29,98.43344833,,7777,,7777
5/9/2016 6:44,98.43169833,,7777,,7777
5/9/2016 6:59,98.42969833,,7777,,7777
5/9/2016 7:14,98.42760833,,7777,,7777
5/9/2016 7:29,98.42469833,,7777,,7777
5/9/2016 7:44,98.42269833,,7777,,7777
5/9/2016 7:59,98.42444833,,7777,,7777
5/9/2016 8:14,98.41919833,,7777,,7777
5/9/2016 8:29,98.42069833,,7777,,7777
5/9/2016 8:44,98.42244833,,7777,,7777
5/9/2016 8:59,98.42394833,,7777,,7777
5/9/2016 9:14,98.42544833,,7777,,7777
5/9/2016 9:29,98.42869833,,7777,,7777
5/9/2016 9:44,98.42869833,,7777,,7777
5/9/2016 9:59,98.42927833,,7777,,7777
5/9/2016 10:14,98.43069833,,7777,,7777
5/9/2016 10:29,98.43069833,,7777,,7777
5/9/2016 10:44,98.43394833,,7777,,7777
5/9/2016 10:59,98.43069833,,7777,,7777
5/9/2016 11:14,98.43244833,,7777,,7777
5/9/2016 11:29,98.43419833,,7777,,7777
5/9/2016 11:44,98.43360833,,7777,,7777
5/9/2016 11:59,98.42894833,,7777,,7777
5/9/2016 12:14,98.43769833,,7777,,7777
5/9/2016 12:29,98.43594833,,7777,,7777
5/9/2016 12:44,98.43469833,,7777,,7777
5/9/2016 12:59,98.43619833,,7777,,7777
5/9/2016 13:14,98.43560833,,7777,,7777
5/9/2016 13:29,98.43235833,,7777,,7777
5/9/2016 13:44,98.43235833,,7777,,7777
5/9/2016 13:59,98.43585833,,7777,,7777
5/9/2016 14:14,98.43210833,,7777,,7777
5/9/2016 14:29,98.43385833,,7777,,7777
5/9/2016 14:44,98.43852833,,7777,,7777
5/9/2016 14:59,98.43185833,,7777,,7777
5/9/2016 15:14,98.43827833,,7777,,7777
5/9/2016 15:29,98.43510833,,7777,,7777
5/9/2016 15:44,98.43885833,,7777,,7777
5/9/2016 15:59,98.44177833,,7777,,7777
5/9/2016 16:14,98.44027833,,7777,,7777
5/9/2016 16:29,98.44110833,,7777,,7777
5/9/2016 16:44,98.44552833,,7777,,7777
5/9/2016 16:59,98.44202833,,7777,,7777
5/9/2016 17:14,98.44527833,,7777,,7777
5/9/2016 17:29,98.44819833,,7777,,7777
5/9/2016 17:44,98.44552833,,7777,,7777
5/9/2016 17:59,98.44344833,,7777,,7777
5/9/2016 18:14,98.44669833,,7777,,7777
5/9/2016 18:29,98.44869833,,7777,,7777
5/9/2016 18:44,98.44552833,,7777,,7777
5/9/2016 18:59,98.44727833,,7777,,7777
5/9/2016 19:14,98.44319833,,7777,,7777
5/9/2016 19:29,98.44669833,,7777,,7777
5/9/2016 19:44,98.44344833,,7777,,7777
5/9/2016 19:59,98.44169833,,7777,,7777
5/9/2016 20:14,98.44610833,,7777,,7777
5/9/2016 20:29,98.44494833,,7777,,7777
5/9/2016 20:44,98.44785833,,7777,,7777
5/9/2016 20:59,98.44485833,,7777,,7777
5/9/2016 21:14,98.44635833,,7777,,7777
5/9/2016 21:29,98.44635833,,7777,,7777
5/9/2016 21:44,98.44752833,,7777,,7777
5/9/2016 21:59,98.44285833,,7777,,7777
5/9/2016 22:14,98.44577833,,7777,,7777
5/9/2016 22:29,98.44427833,,7777,,7777
5/9/2016 22:44,98.44077833,,7777,,7777
5/9/2016 22:59,98.43927833,,7777,,7777
5/9/2016 23:14,98.43927833,,7777,,7777
5/9/2016 23:29,98.44244833,,7777,,7777
5/9/2016 23:44,98.44069833,,7777,,7777
5/9/2016 23:59,98.43894833,,7777,,7777
5/10/2016 0:14,98.43777833,,7777,,7777
5/10/2016 0:29,98.43694833,,7777,,7777
5/10/2016 0:44,98.43402833,,7777,,7777
5/10/2016 0:59,98.43344833,,7777,,7777
5/10/2016 1:14,98.43277833,,7777,,7777
5/10/2016 1:29,98.43194833,,7777,,7777
5/10/2016 1:44,98.43077833,,7777,,7777
5/10/2016 1:59,98.43019833,,7777,,7777
5/10/2016 2:14,98.42994833,,7777,,7777
5/10/2016 2:29,98.42669833,,7777,,7777
5/10/2016 2:44,98.42552833,,7777,,7777
5/10/2016 2:59,98.42752833,,7777,,7777
5/10/2016 3:14,98.42377833,,7777,,7777
5/10/2016 3:29,98.42577833,,7777,,7777
5/10/2016 3:44,98.42402833,,7777,,7777
5/10/2016 3:59,98.42752833,,7777,,7777
5/10/2016 4:14,98.42519833,,7777,,7777
5/10/2016 4:29,98.42519833,,7777,,7777
5/10/2016 4:44,98.42669833,,7777,,7777
5/10/2016 4:59,98.42519833,,7777,,7777
5/10/2016 5:14,98.42819833,,7777,,7777
5/10/2016 5:29,98.42494833,,7777,,7777
5/10/2016 5:44,98.42085833,,7777,,7777
5/10/2016 5:59,98.41944833,,7777,,7777
5/10/2016 6:14,98.41644833,,7777,,7777
5/10/2016 6:29,98.41885833,,7777,,7777
5/10/2016 6:44,98.41885833,,7777,,7777
5/10/2016 6:59,98.42035833,,7777,,7777
5/10/2016 7:14,98.41894833,,7777,,7777
5/10/2016 7:29,98.42360833,,7777,,7777
5/10/2016 7:44,98.42069833,,7777,,7777
5/10/2016 7:59,98.42244833,,7777,,7777
5/10/2016 8:14,98.42269833,,7777,,7777
5/10/2016 8:29,98.42219833,,7777,,7777
5/10/2016 8:44,98.42394833,,7777,,7777
5/10/2016 8:59,98.42394833,,7777,,7777
5/10/2016 9:14,98.42427833,,7777,,7777
5/10/2016 9:29,98.42869833,,7777,,7777
5/10/2016 9:44,98.43419833,,7777,,7777
5/10/2016 9:59,98.42519833,,7777,,7777
5/10/2016 10:14,98.42894833,,7777,,7777
5/10/2016 10:29,98.43244833,,7777,,7777
5/10/2016 10:44,98.43419833,,7777,,7777
5/10/2016 10:59,98.42519833,,7777,,7777
5/10/2016 11:14,98.42719833,,7777,,7777
5/10/2016 11:29,98.43069833,,7777,,7777
5/10/2016 11:44,98.43044833,,7777,,7777
5/10/2016 11:59,98.42952833,,7777,,7777
5/10/2016 12:14,98.43069833,,7777,,7777
5/10/2016 12:29,98.42752833,,7777,,7777
5/10/2016 12:44,98.42694833,,7777,,7777
5/10/2016 12:59,98.42927833,,7777,,7777
5/10/2016 13:14,98.42777833,,7777,,7777
5/10/2016 13:29,98.43102833,,7777,,7777
5/10/2016 13:44,98.42952833,,1.04,Measured,7777
5/10/2016 13:59,98.42694833,,7777,,7777
5/10/2016 14:14,98.42752833,,7777,,7777
5/10/2016 14:29,98.42927833,,7777,,7777
5/10/2016 14:44,98.42927833,,7777,,7777
5/10/2016 14:59,98.42577833,,7777,,7777
5/10/2016 15:14,98.42752833,,7777,,7777
5/10/2016 15:29,98.42927833,,7777,,7777
5/10/2016 15:44,98.42777833,,7777,,7777
5/10/2016 15:59,98.42752833,,7777,,7777
5/10/2016 16:14,98.43069833,,7777,,7777
5/10/2016 16:29,98.43127833,,7777,,7777
5/10/2016 16:44,98.42635833,,7777,,7777
5/10/2016 16:59,98.42952833,,7777,,7777
5/10/2016 17:14,98.43010833,,7777,,7777
5/10/2016 17:29,98.42835833,,7777,,7777
5/10/2016 17:44,98.42952833,,7777,,7777
5/10/2016 17:59,98.42777833,,7777,,7777
5/10/2016 18:14,98.42485833,,7777,,7777
5/10/2016 18:29,98.42777833,,7777,,7777
5/10/2016 18:44,98.42627833,,7777,,7777
5/10/2016 18:59,98.42602833,,7777,,7777
5/10/2016 19:14,98.42510833,,7777,,7777
5/10/2016 19:29,98.42952833,,7777,,7777
5/10/2016 19:44,98.42252833,,7777,,7777
5/10/2016 19:59,98.42485833,,7777,,7777
5/10/2016 20:14,98.42160833,,7777,,7777
5/10/2016 20:29,98.42427833,,7777,,7777
5/10/2016 20:44,98.42102833,,7777,,7777
5/10/2016 20:59,98.42152833,,7777,,7777
5/10/2016 21:14,98.42152833,,7777,,7777
5/10/2016 21:29,98.42277833,,7777,,7777
5/10/2016 21:44,98.42502833,,7777,,7777
5/10/2016 21:59,98.42277833,,7777,,7777
5/10/2016 22:14,98.42502833,,7777,,7777
5/10/2016 22:29,98.41827833,,7777,,7777
5/10/2016 22:44,98.41827833,,7777,,7777
5/10/2016 22:59,98.42002833,,7777,,7777
5/10/2016 23:14,98.41827833,,7777,,7777
5/10/2016 23:29,98.41827833,,7777,,7777
5/10/2016 23:44,98.41502833,,7777,,7777
5/10/2016 23:59,98.41302833,,7777,,7777
5/11/2016 0:14,98.41152833,,7777,,7777
5/11/2016 0:29,98.41327833,,7777,,7777
5/11/2016 0:44,98.41127833,,7777,,7777
5/11/2016 0:59,98.41302833,,7777,,7777
5/11/2016 1:14,98.40977833,,7777,,7777
5/11/2016 1:29,98.41010833,,7777,,7777
5/11/2016 1:44,98.41035833,,7777,,7777
5/11/2016 1:59,98.40802833,,7777,,7777
5/11/2016 2:14,98.40427833,,7777,,7777
5/11/2016 2:29,98.40802833,,7777,,7777
5/11/2016 2:44,98.40477833,,7777,,7777
5/11/2016 2:59,98.40452833,,7777,,7777
5/11/2016 3:14,98.40627833,,7777,,7777
5/11/2016 3:29,98.40102833,,7777,,7777
5/11/2016 3:44,98.40277833,,7777,,7777
5/11/2016 3:59,98.39985833,,7777,,7777
5/11/2016 4:14,98.40252833,,7777,,7777
5/11/2016 4:29,98.40277833,,7777,,7777
5/11/2016 4:44,98.40252833,,7777,,7777
5/11/2016 4:59,98.40160833,,7777,,7777
5/11/2016 5:14,98.40277833,,7777,,7777
5/11/2016 5:29,98.40102833,,7777,,7777
5/11/2016 5:44,98.40077833,,7777,,7777
5/11/2016 5:59,98.39785833,,7777,,7777
5/11/2016 6:14,98.39927833,,7777,,7777
5/11/2016 6:29,98.39110833,,7777,,7777
5/11/2016 6:44,98.39285833,,7777,,7777
5/11/2016 6:59,98.39085833,,7777,,7777
5/11/2016 7:14,98.38760833,,7777,,7777
5/11/2016 7:29,98.38935833,,7777,,7777
5/11/2016 7:44,98.38794833,,7777,,7777
5/11/2016 7:59,98.38885833,,7777,,7777
5/11/2016 8:14,98.38444833,,7777,,7777
5/11/2016 8:29,98.38594833,,7777,,7777
5/11/2016 8:44,98.39035833,,7777,,7777
5/11/2016 8:59,98.39069833,,7777,,7777
5/11/2016 9:14,98.39194833,,7777,,7777
5/11/2016 9:29,98.39719833,,7777,,7777
5/11/2016 9:44,98.39719833,,7777,,7777
5/11/2016 9:59,98.39569833,,7777,,7777
5/11/2016 10:14,98.39860833,,7777,,7777
5/11/2016 10:29,98.40244833,,7777,,7777
5/11/2016 10:44,98.40035833,,7777,,7777
5/11/2016 10:59,98.39544833,,7777,,7777
5/11/2016 11:14,98.39719833,,7777,,7777
5/11/2016 11:29,98.40069833,,7777,,7777
5/11/2016 11:44,98.39894833,,7777,,7777
5/11/2016 11:59,98.39894833,,7777,,7777
5/11/2016 12:14,98.39894833,,7777,,7777
5/11/2016 12:29,98.39719833,,7777,,7777
5/11/2016 12:44,98.39894833,,7777,,7777
5/11/2016 12:59,98.40219833,,7777,,7777
5/11/2016 13:14,98.39694833,,7777,,7777
5/11/2016 13:29,98.40335833,,7777,,7777
5/11/2016 13:44,98.40419833,,7777,,7777
5/11/2016 13:59,98.40419833,,7777,,7777
5/11/2016 14:14,98.40594833,,7777,,7777
5/11/2016 14:29,98.40594833,,7777,,7777
5/11/2016 14:44,98.40594833,,7777,,7777
5/11/2016 14:59,98.40769833,,7777,,7777
5/11/2016 15:14,98.40219833,,7777,,7777
5/11/2016 15:29,98.40277833,,7777,,7777
5/11/2016 15:44,98.40569833,,7777,,7777
5/11/2016 15:59,98.40944833,,7777,,7777
5/11/2016 16:14,98.40919833,,7777,,7777
5/11/2016 16:29,98.40827833,,7777,,7777
5/11/2016 16:44,98.40827833,,7777,,7777
5/11/2016 16:59,98.41002833,,7777,,7777
5/11/2016 17:14,98.40802833,,7777,,7777
5/11/2016 17:29,98.40627833,,7777,,7777
5/11/2016 17:44,98.40627833,,7777,,7777
5/11/2016 17:59,98.40452833,,7777,,7777
5/11/2016 18:14,98.40627833,,7777,,7777
5/11/2016 18:29,98.41177833,,7777,,7777
5/11/2016 18:44,98.40827833,,7777,,7777
5/11/2016 18:59,98.40652833,,7777,,7777
5/11/2016 19:14,98.41177833,,7777,,7777
5/11/2016 19:29,98.40827833,,7777,,7777
5/11/2016 19:44,98.41177833,,7777,,7777
5/11/2016 19:59,98.41002833,,7777,,7777
5/11/2016 20:14,98.41027833,,7777,,7777
5/11/2016 20:29,98.41377833,,7777,,7777
5/11/2016 20:44,98.40852833,,7777,,7777
5/11/2016 20:59,98.40652833,,7777,,7777
5/11/2016 21:14,98.40910833,,7777,,7777
5/11/2016 21:29,98.41085833,,7777,,7777
5/11/2016 21:44,98.41352833,,7777,,7777
5/11/2016 21:59,98.41027833,,7777,,7777
5/11/2016 22:14,98.40877833,,7777,,7777
5/11/2016 22:29,98.40819833,,7777,,7777
5/11/2016 22:44,98.40819833,,7777,,7777
5/11/2016 22:59,98.40469833,,7777,,7777
5/11/2016 23:14,98.40294833,,7777,,7777
5/11/2016 23:29,98.40610833,,7777,,7777
5/11/2016 23:44,98.39994833,,7777,,7777
5/11/2016 23:59,98.39727833,,7777,,7777
5/12/2016 0:14,98.39844833,,7777,,7777
5/12/2016 0:29,98.39844833,,7777,,7777
5/12/2016 0:44,98.40019833,,7777,,7777
5/12/2016 0:59,98.39494833,,7777,,7777
5/12/2016 1:14,98.39169833,,7777,,7777
5/12/2016 1:29,98.39585833,,7777,,7777
5/12/2016 1:44,98.39610833,,7777,,7777
5/12/2016 1:59,98.39635833,,7777,,7777
5/12/2016 2:14,98.39960833,,7777,,7777
5/12/2016 2:29,98.39635833,,7777,,7777
5/12/2016 2:44,98.39435833,,7777,,7777
5/12/2016 2:59,98.39610833,,7777,,7777
5/12/2016 3:14,98.39260833,,7777,,7777
5/12/2016 3:29,98.39377833,,7777,,7777
5/12/2016 3:44,98.39110833,,7777,,7777
5/12/2016 3:59,98.39577833,,7777,,7777
5/12/2016 4:14,98.39202833,,7777,,7777
5/12/2016 4:29,98.39227833,,7777,,7777
5/12/2016 4:44,98.39227833,,7777,,7777
5/12/2016 4:59,98.39227833,,7777,,7777
5/12/2016 5:14,98.39027833,,7777,,7777
5/12/2016 5:29,98.39052833,,7777,,7777
5/12/2016 5:44,98.39077833,,7777,,7777
5/12/2016 5:59,98.38677833,,7777,,7777
5/12/2016 6:14,98.39202833,,7777,,7777
5/12/2016 6:29,98.38652833,,7777,,7777
5/12/2016 6:44,98.38677833,,7777,,7777
5/12/2016 6:59,98.38769833,,7777,,7777
5/12/2016 7:14,98.38977833,,7777,,7777
5/12/2016 7:29,98.39477833,,7777,,7777
5/12/2016 7:44,98.39127833,,7777,,7777
5/12/2016 7:59,98.39077833,,7777,,7777
5/12/2016 8:14,98.39369833,,7777,,7777
5/12/2016 8:29,98.39602833,,7777,,7777
5/12/2016 8:44,98.39077833,,7777,,7777
5/12/2016 8:59,98.39310833,,7777,,7777
5/12/2016 9:14,98.39952833,,7777,,7777
5/12/2016 9:29,98.39427833,,7777,,7777
5/12/2016 9:44,98.39252833,,7777,,7777
5/12/2016 9:59,98.39135833,,7777,,7777
5/12/2016 10:14,98.39485833,,7777,,7777
5/12/2016 10:29,98.39652833,,7777,,7777
5/12/2016 10:44,98.39310833,,7777,,7777
5/12/2016 10:59,98.39602833,,7777,,7777
5/12/2016 11:14,98.39602833,,7777,,7777
5/12/2016 11:29,98.39485833,,7777,,7777
5/12/2016 11:44,98.39485833,,7777,,7777
5/12/2016 11:59,98.39927833,,7777,,7777
5/12/2016 12:14,98.39460833,,7777,,7777
5/12/2016 12:29,98.39577833,,7777,,7777
5/12/2016 12:44,98.39085833,,7777,,7777
5/12/2016 12:59,98.39810833,,7777,,7777
5/12/2016 13:14,98.39810833,,7777,,7777
5/12/2016 13:29,98.39460833,,7777,,7777
5/12/2016 13:44,98.40160833,,7777,,7777
5/12/2016 13:59,98.39835833,,7777,,7777
5/12/2016 14:14,98.39519833,,7777,,7777
5/12/2016 14:29,98.39927833,,7777,,7777
5/12/2016 14:44,98.39460833,,7777,,7777
5/12/2016 14:59,98.39435833,,7777,,7777
5/12/2016 15:14,98.39635833,,7777,,7777
5/12/2016 15:29,98.39435833,,7777,,7777
5/12/2016 15:44,98.39369833,,7777,,7777
5/12/2016 15:59,98.39494833,,7777,,7777
5/12/2016 16:14,98.40160833,,7777,,7777
5/12/2016 16:29,98.40010833,,7777,,7777
5/12/2016 16:44,98.40219833,,7777,,7777
5/12/2016 16:59,98.40185833,,7777,,7777
5/12/2016 17:14,98.39435833,,7777,,7777
5/12/2016 17:29,98.39635833,,7777,,7777
5/12/2016 17:44,98.39835833,,7777,,7777
5/12/2016 17:59,98.40219833,,7777,,7777
5/12/2016 18:14,98.40185833,,7777,,7777
5/12/2016 18:29,98.39985833,,7777,,7777
5/12/2016 18:44,98.40044833,,7777,,7777
5/12/2016 18:59,98.40219833,,7777,,7777
5/12/2016 19:14,98.40535833,,7777,,7777
5/12/2016 19:29,98.40244833,,7777,,7777
5/12/2016 19:44,98.40535833,,7777,,7777
5/12/2016 19:59,98.40419833,,7777,,7777
5/12/2016 20:14,98.40244833,,7777,,7777
5/12/2016 20:29,98.40244833,,7777,,7777
5/12/2016 20:44,98.40244833,,7777,,7777
5/12/2016 20:59,98.40535833,,7777,,7777
5/12/2016 21:14,98.40710833,,7777,,7777
5/12/2016 21:29,98.40444833,,7777,,7777
5/12/2016 21:44,98.40710833,,7777,,7777
5/12/2016 21:59,98.40560833,,7777,,7777
5/12/2016 22:14,98.40410833,,7777,,7777
5/12/2016 22:29,98.40385833,,7777,,7777
5/12/2016 22:44,98.40110833,,7777,,7777
5/12/2016 22:59,98.40285833,,7777,,7777
5/12/2016 23:14,98.40085833,,7777,,7777
5/12/2016 23:29,98.39785833,,7777,,7777
5/12/2016 23:44,98.39610833,,7777,,7777
5/12/2016 23:59,98.39727833,,7777,,7777
5/13/2016 0:14,98.39877833,,7777,,7777
5/13/2016 0:29,98.39752833,,7777,,7777
5/13/2016 0:44,98.39435833,,7777,,7777
5/13/2016 0:59,98.39260833,,7777,,7777
5/13/2016 1:14,98.39552833,,7777,,7777
5/13/2016 1:29,98.39227833,,7777,,7777
5/13/2016 1:44,98.39552833,,7777,,7777
5/13/2016 1:59,98.39402833,,7777,,7777
5/13/2016 2:14,98.39402833,,7777,,7777
5/13/2016 2:29,98.39102833,,7777,,7777
5/13/2016 2:44,98.39085833,,7777,,7777
5/13/2016 2:59,98.38877833,,7777,,7777
5/13/2016 3:14,98.39202833,,7777,,7777
5/13/2016 3:29,98.39377833,,7777,,7777
5/13/2016 3:44,98.39202833,,7777,,7777
5/13/2016 3:59,98.39052833,,7777,,7777
5/13/2016 4:14,98.38702833,,7777,,7777
5/13/2016 4:29,98.38552833,,7777,,7777
5/13/2016 4:44,98.38935833,,7777,,7777
5/13/2016 4:59,98.39052833,,7777,,7777
5/13/2016 5:14,98.38552833,,7777,,7777
5/13/2016 5:29,98.38960833,,7777,,7777
5/13/2016 5:44,98.38377833,,7777,,7777
5/13/2016 5:59,98.38152833,,7777,,7777
5/13/2016 6:14,98.38327833,,7777,,7777
5/13/2016 6:29,98.38502833,,7777,,7777
5/13/2016 6:44,98.38277833,,7777,,7777
5/13/2016 6:59,98.38277833,,7777,,7777
5/13/2016 7:14,98.38627833,,7777,,7777
5/13/2016 7:29,98.38952833,,7777,,7777
5/13/2016 7:44,98.38802833,,7777,,7777
5/13/2016 7:59,98.38727833,,7777,,7777
5/13/2016 8:14,98.39094833,,7777,,7777
5/13/2016 8:29,98.38777833,,7777,,7777
5/13/2016 8:44,98.38669833,,7777,,7777
5/13/2016 8:59,98.38727833,,7777,,7777
5/13/2016 9:14,98.38702833,,7777,,7777
5/13/2016 9:29,98.38727833,,7777,,7777
5/13/2016 9:44,98.38902833,,7777,,7777
5/13/2016 9:59,98.38527833,,7777,,7777
5/13/2016 10:14,98.38352833,,7777,,7777
5/13/2016 10:29,98.38760833,,7777,,7777
5/13/2016 10:44,98.38727833,,7777,,7777
5/13/2016 10:59,98.38410833,,7777,,7777
5/13/2016 11:14,98.38377833,,7777,,7777
5/13/2016 11:29,98.38960833,,7777,,7777
5/13/2016 11:44,98.38610833,,7777,,7777
5/13/2016 11:59,98.38735833,,7777,,7777
5/13/2016 12:14,98.38935833,,7777,,7777
5/13/2016 12:29,98.38735833,,7777,,7777
5/13/2016 12:44,98.38852833,,7777,,7777
5/13/2016 12:59,98.39202833,,7777,,7777
5/13/2016 13:14,98.38560833,,7777,,7777
5/13/2016 13:29,98.39260833,,7777,,7777
5/13/2016 13:44,98.39635833,,7777,,7777
5/13/2016 13:59,98.39552833,,7777,,7777
5/13/2016 14:14,98.39260833,,7777,,7777
5/13/2016 14:29,98.39319833,,7777,,7777
5/13/2016 14:44,98.39169833,,7777,,7777
5/13/2016 14:59,98.39635833,,7777,,7777
5/13/2016 15:14,98.40044833,,7777,,7777
5/13/2016 15:29,98.39494833,,7777,,7777
5/13/2016 15:44,98.38794833,,7777,,7777
5/13/2016 15:59,98.39052833,,7777,,7777
5/13/2016 16:14,98.39402833,,7777,,7777
5/13/2016 16:29,98.39869833,,7777,,7777
5/13/2016 16:44,98.39402833,,7777,,7777
5/13/2016 16:59,98.39227833,,7777,,7777
5/13/2016 17:14,98.39227833,,7777,,7777
5/13/2016 17:29,98.39052833,,7777,,7777
5/13/2016 17:44,98.39110833,,7777,,7777
5/13/2016 17:59,98.39227833,,7777,,7777
5/13/2016 18:14,98.39260833,,7777,,7777
5/13/2016 18:29,98.39577833,,7777,,7777
5/13/2016 18:44,98.39577833,,7777,,7777
5/13/2016 18:59,98.39927833,,7777,,7777
5/13/2016 19:14,98.39635833,,7777,,7777
5/13/2016 19:29,98.39927833,,7777,,7777
5/13/2016 19:44,98.39635833,,7777,,7777
5/13/2016 19:59,98.40010833,,7777,,7777
5/13/2016 20:14,98.39835833,,7777,,7777
5/13/2016 20:29,98.39810833,,7777,,7777
5/13/2016 20:44,98.39660833,,7777,,7777
5/13/2016 20:59,98.39835833,,7777,,7777
5/13/2016 21:14,98.39719833,,7777,,7777
5/13/2016 21:29,98.40069833,,7777,,7777
5/13/2016 21:44,98.40010833,,7777,,7777
5/13/2016 21:59,98.39719833,,7777,,7777
5/13/2016 22:14,98.39919833,,7777,,7777
5/13/2016 22:29,98.39744833,,7777,,7777
5/13/2016 22:44,98.39919833,,7777,,7777
5/13/2016 22:59,98.39919833,,7777,,7777
5/13/2016 23:14,98.39569833,,7777,,7777
5/13/2016 23:29,98.39744833,,7777,,7777
5/13/2016 23:44,98.39569833,,7777,,7777
5/13/2016 23:59,98.39569833,,7777,,7777
5/14/2016 0:14,98.39594833,,7777,,7777
5/14/2016 0:29,98.39444833,,7777,,7777
5/14/2016 0:44,98.39769833,,7777,,7777
5/14/2016 0:59,98.39594833,,7777,,7777
5/14/2016 1:14,98.39594833,,7777,,7777
5/14/2016 1:29,98.39594833,,7777,,7777
5/14/2016 1:44,98.39444833,,7777,,7777
5/14/2016 1:59,98.39269833,,7777,,7777
5/14/2016 2:14,98.39244833,,7777,,7777
5/14/2016 2:29,98.39419833,,7777,,7777
5/14/2016 2:44,98.39002833,,7777,,7777
5/14/2016 2:59,98.39444833,,7777,,7777
5/14/2016 3:14,98.39002833,,7777,,7777
5/14/2016 3:29,98.38944833,,7777,,7777
5/14/2016 3:44,98.38794833,,7777,,7777
5/14/2016 3:59,98.38594833,,7777,,7777
5/14/2016 4:14,98.38627833,,7777,,7777
5/14/2016 4:29,98.38827833,,7777,,7777
5/14/2016 4:44,98.38802833,,7777,,7777
5/14/2016 4:59,98.39035833,,7777,,7777
5/14/2016 5:14,98.38710833,,7777,,7777
5/14/2016 5:29,98.38535833,,7777,,7777
5/14/2016 5:44,98.38360833,,7777,,7777
5/14/2016 5:59,98.38744833,,7777,,7777
5/14/2016 6:14,98.38510833,,7777,,7777
5/14/2016 6:29,98.38660833,,7777,,7777
5/14/2016 6:44,98.38635833,,7777,,7777
5/14/2016 6:59,98.38610833,,7777,,7777
5/14/2016 7:14,98.38610833,,7777,,7777
5/14/2016 7:29,98.38669833,,7777,,7777
5/14/2016 7:44,98.38869833,,7777,,7777
5/14/2016 7:59,98.38844833,,7777,,7777
5/14/2016 8:14,98.38844833,,7777,,7777
5/14/2016 8:29,98.38635833,,7777,,7777
5/14/2016 8:44,98.38844833,,7777,,7777
5/14/2016 8:59,98.38844833,,7777,,7777
5/14/2016 9:14,98.38727833,,7777,,7777
5/14/2016 9:29,98.38552833,,7777,,7777
5/14/2016 9:44,98.38494833,,7777,,7777
5/14/2016 9:59,98.38727833,,7777,,7777
5/14/2016 10:14,98.38785833,,7777,,7777
5/14/2016 10:29,98.39077833,,7777,,7777
5/14/2016 10:44,98.38727833,,7777,,7777
5/14/2016 10:59,98.38902833,,7777,,7777
5/14/2016 11:14,98.38677833,,7777,,7777
5/14/2016 11:29,98.38585833,,7777,,7777
5/14/2016 11:44,98.39285833,,7777,,7777
5/14/2016 11:59,98.39310833,,7777,,7777
5/14/2016 12:14,98.38785833,,7777,,7777
5/14/2016 12:29,98.38760833,,7777,,7777
5/14/2016 12:44,98.38819833,,7777,,7777
5/14/2016 12:59,98.39310833,,7777,,7777
5/14/2016 13:14,98.38469833,,7777,,7777
5/14/2016 13:29,98.39369833,,7777,,7777
5/14/2016 13:44,98.38902833,,7777,,7777
5/14/2016 13:59,98.38877833,,7777,,7777
5/14/2016 14:14,98.38702833,,7777,,7777
5/14/2016 14:29,98.38202833,,7777,,7777
5/14/2016 14:44,98.38902833,,7777,,7777
5/14/2016 14:59,98.39135833,,7777,,7777
5/14/2016 15:14,98.39252833,,7777,,7777
5/14/2016 15:29,98.39110833,,7777,,7777
5/14/2016 15:44,98.38960833,,7777,,7777
5/14/2016 15:59,98.39110833,,7777,,7777
5/14/2016 16:14,98.39019833,,7777,,7777
5/14/2016 16:29,98.38785833,,7777,,7777
5/14/2016 16:44,98.38960833,,7777,,7777
